82
11603	10758	10151	10137	9430	9192	10098	9889	10427	8648	8246	7860	7686	4797	5367	4081	3848	3954	4326	3829	3471	3185	2689	2390	2193	1959	1854	1350	1868	1735	1920	1881	2097	1677	1389	1122	919	919	1001	1191	1336	1239	753	766	1067	1318	764	497	808	1119	819	973	780	554	399	235	9.99999e+008	468	769	933	917	567	906	1064	797	908	1420	1213	890	1012	1080	1451	1205	1205	1218	1539	1760	1998	2384	1943	1630	983	
12034	11190	10583	10569	9862	9624	10529	10320	10858	9080	8677	8291	8117	5229	5798	4512	4279	4422	4493	3991	3903	3616	3121	2821	2625	2390	2322	1818	2031	1897	2082	2044	2260	2108	1857	1590	1387	1387	1469	1354	1498	1400	1221	1234	1534	1786	1232	965	1043	1223	1278	1407	1214	985	867	684	468	9.99999e+008	443	607	591	549	888	1054	776	581	1093	892	872	993	1061	1432	1187	966	893	1218	1742	1980	2366	1925	1307	922	
12081	11236	10629	10615	9908	9670	10576	10367	10905	9126	8724	8338	8164	5275	5845	4706	4473	4501	4051	3549	4096	3810	3314	3015	2757	2675	2462	1997	1588	1455	1640	1601	1817	2393	2070	1769	1537	1345	1202	911	1056	958	1001	1415	1717	1968	1416	1149	600	781	1467	1708	1515	1286	1168	985	769	443	9.99999e+008	164	267	850	1190	1356	1078	414	771	812	1172	1294	1362	1733	1484	1260	1053	1038	2017	2083	2345	1904	1440	480	
12136	11291	10684	10670	9963	9725	10631	10422	10960	9181	8779	8393	8219	5330	5900	4761	4528	4556	4105	3603	4151	3865	3369	3070	2812	2730	2517	2052	1643	1510	1695	1656	1872	2448	2125	1824	1592	1400	1257	966	1110	843	1056	1470	1772	2023	1471	1204	655	618	1522	1872	1679	1450	1332	1149	933	607	164	9.99999e+008	209	1014	1354	1520	1242	578	866	976	1336	1458	1526	1897	1648	1424	1217	1202	2181	2247	2509	2068	1604	534	
12343	11498	10891	10877	10170	9932	10838	10629	11167	9388	8986	8600	8426	5537	6107	4962	4729	4763	4313	3811	4352	4065	3570	3270	3019	2839	2724	2261	1850	1717	1902	1738	1953	2558	2306	2033	1801	1609	1466	1173	1073	975	1265	1679	1981	2232	1680	1413	864	795	1727	1856	1663	1434	1316	1133	917	591	267	209	9.99999e+008	998	1275	1326	1057	393	657	790	1151	1273	1341	1712	1441	1217	1019	995	1974	2040	2302	1861	1397	690	
11486	10641	10034	10020	9313	9075	9981	9772	10310	8531	8129	7743	7569	4680	5250	3964	3731	4022	4358	4394	3354	3067	2572	2272	2076	1841	1791	1576	2435	2302	2487	2448	2664	1560	1326	1347	1486	1485	1568	1758	1903	1806	1320	1110	1168	1233	884	842	1375	1630	729	858	665	436	336	335	567	549	850	1014	998	9.99999e+008	340	526	354	988	1500	1275	951	607	645	1017	1043	1248	1279	1581	1427	1661	2179	1738	1672	1329	
11500	10656	10049	10035	9328	9090	9995	9786	10324	8546	8143	7757	7583	4695	5264	3978	3745	4167	4503	4733	3368	3082	2586	2287	2091	1856	2033	1915	2774	2641	2826	2787	3003	1574	1568	1686	1825	1825	1907	2097	2242	2145	1659	1450	1406	1260	1223	1181	1714	1970	967	663	470	425	578	674	906	888	1189	1353	1275	340	9.99999e+008	187	465	1130	1641	1386	1062	718	756	678	1055	1282	1390	1615	1088	1326	2213	1772	1706	1669	
11687	10843	10236	10222	9515	9277	10182	9973	10511	8733	8330	7944	7770	4882	5451	4165	3932	4354	4690	4889	3555	3269	2773	2474	2278	2043	2220	2071	2932	2799	2984	2945	3161	1761	1755	1842	1981	1983	2065	2255	2400	2303	1817	1606	1593	1447	1379	1337	1872	2131	1154	850	657	612	765	830	1064	1054	1356	1520	1335	526	187	9.99999e+008	278	943	1454	1199	875	531	570	491	868	1095	1203	1428	901	1139	2026	1585	1519	1836	
11749	10905	10298	10284	9577	9339	10244	10035	10573	8795	8392	8006	7832	4944	5513	4227	3994	4288	4624	4621	3618	3331	2836	2536	2340	2105	2057	1803	2664	2531	2716	2677	2893	1823	1592	1574	1713	1716	1798	1987	2130	2032	1549	1338	1412	1499	1110	1069	1605	1852	995	1122	929	700	602	562	797	776	1078	1242	1057	427	465	278	9.99999e+008	665	1176	975	647	314	352	724	750	955	975	1288	1134	1371	1857	1416	1379	1558	
12414	11570	10963	10949	10242	10004	10909	10700	11238	9460	9057	8671	8497	5609	6178	4892	4659	4862	4464	3962	4283	3996	3501	3201	3005	2770	2722	2258	2002	1868	2053	2015	2231	2488	2257	2030	1827	1759	1616	1325	1466	1368	1415	1674	1973	2164	1672	1405	1014	1188	1660	1787	1594	1365	1267	1123	908	581	414	578	393	988	1130	943	665	9.99999e+008	512	398	758	880	948	1319	1073	855	639	728	1628	1773	2086	1645	1053	893	
12866	12021	11414	11400	10693	10455	11361	11152	11690	9911	9509	9123	8949	6060	6630	5367	5134	5286	4836	4334	4757	4471	3975	3676	3480	3245	3247	2782	2373	2240	2425	2386	2602	2963	2783	2554	2322	2130	1987	1696	1730	1632	1786	2194	2499	2649	2190	1927	1385	1452	2186	2313	2070	1840	1793	1639	1424	1103	785	866	657	1506	1601	1415	1183	526	9.99999e+008	211	536	879	947	1117	784	560	362	338	1317	1383	1645	1204	740	1265	
12677	11880	11225	11259	10504	10266	11219	11010	11548	9722	9320	8934	8760	5871	6441	5155	4922	5167	4855	4353	4545	4258	3763	3463	3267	3032	3032	2563	2393	2260	2445	2406	2622	2751	2567	2335	2132	2132	2007	1716	1860	1762	1806	1979	2278	2437	1977	1710	1405	1585	1970	2097	1857	1627	1577	1428	1213	892	805	969	790	1299	1389	1202	975	398	211	9.99999e+008	415	668	736	1014	680	457	241	330	1235	1375	1724	1283	655	1284	
12353	11508	10901	10887	10180	9942	10848	10639	11177	9398	8996	8610	8436	5547	6117	4831	4598	4844	5216	4719	4221	3934	3439	3139	2943	2708	2704	2240	2758	2625	2810	2771	2987	2427	2239	2012	1809	1809	1891	2081	2224	2126	1643	1656	1956	2113	1654	1387	1698	1946	1642	1726	1533	1303	1249	1106	890	872	1172	1336	1151	970	1065	878	647	758	536	415	9.99999e+008	344	412	649	315	315	328	649	870	1108	1494	1053	740	1651	
12009	11164	10557	10543	9836	9598	10504	10295	10833	9054	8652	8266	8092	5203	5773	4487	4254	4615	4951	4835	3877	3590	3095	2795	2599	2364	2384	2026	2874	2741	2926	2887	3103	2083	1919	1797	1931	1931	2013	2197	2336	2238	1765	1555	1635	1769	1334	1286	1820	2058	1322	1381	1188	959	929	785	1012	993	1286	1450	1263	650	721	534	327	880	879	668	344	9.99999e+008	68	439	436	641	672	974	849	1087	1572	1131	1065	1765	
11941	11096	10489	10475	9768	9530	10436	10227	10765	8986	8584	8198	8024	5135	5705	4419	4186	4608	4944	5112	3809	3523	3027	2728	2532	2297	2466	2294	3155	3022	3207	3168	3384	2015	2001	2065	2204	2207	2289	2478	2621	2523	2040	1829	1867	1701	1601	1560	2096	2343	1428	1314	1121	892	1011	1053	1288	1267	1569	1733	1548	781	653	467	491	1156	1279	1149	797	481	9.99999e+008	372	557	784	919	1117	782	1020	1716	1275	1209	2049	
12178	11334	10727	10713	10006	9768	10673	10464	11002	9224	8821	8435	8261	5373	5942	4656	4423	4845	5181	5330	4046	3760	3264	2965	2769	2534	2711	2534	3370	3236	3421	3382	3598	2252	2246	2305	2425	2425	2507	2692	2829	2731	2259	2069	2084	1938	1841	1800	2314	2551	1645	1341	1148	1103	1256	1293	1506	1488	1782	1946	1756	1017	678	491	731	1374	1099	980	616	560	576	9.99999e+008	377	604	739	937	410	648	1535	1094	1028	2261	
12353	11508	10901	10887	10180	9942	10848	10639	11177	9398	8996	8610	8436	5547	6117	4831	4598	5020	5356	5028	4221	3935	3439	3140	2944	2709	2820	2441	3067	2934	3119	3080	3296	2427	2355	2213	2124	2124	2206	2390	2527	2429	1958	1749	2052	2113	1770	1481	2013	2249	1758	1706	1513	1304	1365	1221	1205	1187	1479	1643	1454	1086	1043	856	763	1073	797	677	315	436	504	365	9.99999e+008	359	436	562	555	793	1281	840	652	1959	
12583	11739	11132	11118	10411	10173	11078	10869	11407	9629	9226	8840	8666	5778	6347	5061	4828	5161	5309	4807	4451	4165	3669	3370	3174	2939	3021	2557	2847	2713	2898	2859	3075	2657	2556	2329	2126	2126	2208	2169	2306	2208	1960	1973	2273	2343	1971	1704	1859	2028	1959	1937	1744	1534	1566	1423	1207	966	1259	1423	1233	1287	1274	1087	964	855	576	457	317	660	671	596	262	9.99999e+008	216	335	817	1055	1436	995	425	1738	
12681	11836	11229	11215	10508	10270	11176	10967	11505	9726	9324	8938	8764	5875	6445	5159	4926	5172	5096	4594	4549	4262	3767	3467	3271	3036	3032	2568	2634	2501	2686	2647	2863	2755	2567	2340	2137	2137	2219	1957	2092	1994	1971	1984	2282	2441	1981	1715	1646	1814	1970	2054	1861	1631	1577	1432	1218	893	1046	1210	1019	1298	1393	1206	975	639	362	241	328	672	740	773	439	216	9.99999e+008	325	994	1165	1508	1067	415	1525	
12916	12072	11465	11451	10744	10506	11411	11202	11740	9962	9559	9173	8999	6111	6680	5394	5161	5494	5071	4569	4785	4498	4002	3703	3507	3272	3354	2890	2608	2475	2660	2621	2837	2990	2889	2662	2459	2365	2222	1931	2068	1970	2021	2306	2606	2676	2304	2037	1620	1790	2292	2270	2077	1867	1899	1756	1540	1218	1020	1184	995	1620	1607	1420	1297	728	338	330	650	994	1004	929	596	335	325	9.99999e+008	979	1045	1394	953	402	1500	
12588	11744	11137	11123	10416	10178	11083	10874	11412	9634	9231	8845	8671	5783	6352	5066	4833	5255	5591	5548	4456	4170	3674	3375	3179	2944	3121	2926	3587	3454	3639	3600	3816	2662	2656	2697	2649	2649	2731	2910	3047	2949	2483	2274	2494	2348	2234	2006	2538	2769	2055	1751	1558	1513	1666	1685	1730	1712	1999	2163	1974	1427	1088	901	1141	1598	1317	1202	840	900	916	410	525	747	961	979	9.99999e+008	238	1125	684	644	2479	
12826	11982	11375	11361	10654	10416	11321	11112	11650	9872	9469	9083	8909	6021	6590	5304	5071	5493	5829	5568	4694	4408	3912	3613	3417	3182	3359	3164	3607	3474	3659	3620	3836	2900	2894	2935	2887	2887	2969	2930	3067	2969	2721	2512	2732	2586	2472	2244	2619	2789	2293	1989	1796	1751	1904	1923	1968	1917	2019	2183	1994	1665	1326	1139	1379	1727	1337	1329	1078	1138	1154	648	763	951	1165	999	238	9.99999e+008	887	446	750	2499	
13512	12667	12060	12046	11339	11101	12007	11798	12336	10557	10155	9769	9595	6706	7276	5990	5757	6178	6409	5906	5380	5094	4598	4299	4102	3867	3968	3610	3946	3813	3998	3959	4175	3586	3503	3381	3311	3311	3393	3269	3405	3307	3145	3011	3219	3272	2918	2743	2958	3127	2906	2873	2680	2462	2513	2369	2392	2374	2358	2522	2332	2234	2210	2023	1911	2099	1675	1722	1502	1584	1600	1532	1262	1448	1662	1392	1122	884	9.99999e+008	690	1247	2837	
13093	12249	11642	11628	10921	10683	11588	11379	11917	10139	9736	9350	9176	6288	6857	5571	5338	5760	5990	5488	4962	4675	4180	3880	3684	3449	3549	3191	3527	3394	3579	3540	3756	3167	3084	2962	2892	2892	2974	2850	2987	2889	2726	2592	2800	2853	2499	2324	2539	2709	2487	2454	2261	2044	2094	1950	1973	1955	1939	2103	1914	1815	1791	1604	1492	1680	1257	1304	1083	1165	1181	1113	843	1030	1244	974	703	465	441	9.99999e+008	829	2419	
13008	12163	11556	11542	10835	10597	11503	11294	11832	10053	9651	9265	9091	6202	6772	5486	5253	5586	5473	4971	4876	4590	4094	3795	3599	3364	3446	2982	3010	2877	3062	3023	3239	3082	2981	2754	2551	2551	2624	2333	2470	2372	2385	2398	2697	2768	2396	2129	2022	2192	2384	2361	2168	1959	1991	1847	1632	1307	1422	1586	1397	1712	1698	1511	1389	1053	740	655	742	1085	1096	1020	687	425	415	402	644	750	1093	652	9.99999e+008	1902	
11656	10812	10205	10191	9484	9246	10151	9942	10480	8702	8299	7913	7739	4851	5420	4281	4048	4077	3626	3124	3671	3385	2889	2590	2332	2250	2037	1572	1164	1030	1215	1176	1392	1968	1645	1344	1112	920	777	486	631	478	576	990	1292	1543	991	724	175	301	1042	1515	1512	1537	1382	1218	983	922	480	534	690	1329	1669	1836	1558	893	1251	1291	1651	1773	1841	2212	1963	1740	1532	1518	2497	2563	2824	2383	1920	9.99999e+008	

